Week,Team#,Match1,Match2,Match3
1, 1    , T1&T2 , 1&2 , 9&10  
1, 2    , T5&T6 , 15&16 , 11&12  
1, 3    , 5&6 , T1&T2 , 25&26  
1, 4    , 11&12 , 7&8 , T7&T8  
1, 5    , 1&2 , T3&T4 , 7&8  
1, 6    , T1&T2 , T5&T6 , 23&24  
1, 7    , 13&14 , 21&22 , 9&10  
1, 8    , 23&24 , T5&T6 , T3&T4  
1, 9    , 7&8 , 3&4 , 15&16  
1, 10   , 25&26 , 9&10 , 5&6  
1, 11   , 15&16 , T7&T8 , 1&2  
1, 12   , 15&16 , 7&8 , T5&T6  
1, 13   , 1&2 , 5&6 , 21&22  
1, 14   , 21&22 , 15&16 , 7&8  
1, 15   , T3&T4 , 5&6 , 11&12  
1, 16   , 11&12 , 13&14 , 3&4  
1, 17   , 9&10 , 23&24 , 21&22  
1, 18   , 7&8 , T1&T2 , T7&T8  
1, 19   , 5&6 , T3&T4 , 13&14  
1, 20   , 23&24 , 9&10 , 1&2  
1, 21   , 3&4 , 11&12 , T3&T4  
1, 22   , T7&T8 , 11&12 , 13&14  
1, 23   , T5&T6 , 1&2 , 3&4  
1, 24   , T7&T8 , 23&24 , 15&16  
1, 25   , 13&14 , 25&26 , 5&6  
1, 26   , 21&22 , T7&T8 , T1&T2  
1, 27   , 9&10 , 25&26 , 23&24  
1, 28   , 3&4 , 13&14 , T1&T2  
1, 29   , 25&26 , 3&4 , T5&T6  
1, 30   , T3&T4 , 21&22 , 25&26  
2, 1    , 15&16 , 5&6 , 1&2  
2, 2    , T3&T4 , 3&4 , 11&12  
2, 3    , 9&10 , 21&22 , 15&16  
2, 4    , 11&12 , 7&8 , 5&6  
2, 5    , T5&T6 , 15&16 , 5&6  
2, 6    , T5&T6 , T1&T2 , T3&T4  
2, 7    , 3&4 , 9&10 , 23&24  
2, 8    , 13&14 , 9&10 , 7&8  
2, 9    , 9&10 , 23&24 , 25&26  
2, 10   , 5&6 , 3&4 , 9&10  
2, 11   , T7&T8 , 13&14 , T1&T2  
2, 12   , 21&22 , 25&26 , T5&T6  
2, 13   , 11&12 , 1&2 , T1&T2  
2, 14   , 1&2 , 23&24 , 15&16  
2, 15   , 1&2 , T3&T4 , 21&22  
2, 16   , 7&8 , 15&16 , 23&24  
2, 17   , T7&T8 , T5&T6 , 11&12  
2, 18   , 3&4 , T5&T6 , T7&T8  
2, 19   , 15&16 , 7&8 , 3&4  
2, 20   , 23&24 , 1&2 , T5&T6  
2, 21   , T1&T2 , T3&T4 , 13&14  
2, 22   , 23&24 , 25&26 , T7&T8  
2, 23   , 21&22 , T7&T8 , 13&14  
2, 24   , 5&6 , T1&T2 , 1&2  
2, 25   , 25&26 , T7&T8 , 21&22  
2, 26   , T1&T2 , 11&12 , 3&4  
2, 27   , 7&8 , 21&22 , 9&10  
2, 28   , T3&T4 , 5&6 , 7&8  
2, 29   , 25&26 , 13&14 , T3&T4  
2, 30   , 13&14 , 11&12 , 25&26  
3, 1    , 21&22 , T7&T8 , T5&T6  
3, 2    , 1&2 , 13&14 , 21&22  
3, 3    , 13&14 , 15&16 , T7&T8  
3, 4    , T7&T8 , 5&6 , T1&T2  
3, 5    , 21&22 , T1&T2 , 25&26  
