Week,Team#,Match1,Match2,Match3
1, 1    , 13&14 , T7&T8 , T3&T4  
1, 2    , 1&2 , T3&T4 , 25&26  
1, 3    , 27&28 , T3&T4 , 15&16  
1, 4    , 21&22 , T5&T6 , 5&6  
1, 5    , 13&14 , 21&22 , T5&T6  
1, 6    , T5&T6 , 7&8 , 3&4  
1, 7    , 5&6 , 3&4 , 21&22  
1, 8    , 9&10 , 27&28 , 25&26  
1, 9    , 7&8 , T7&T8 , 13&14  
1, 10   , T5&T6 , T1&T2 , 23&24  
1, 11   , 23&24 , 5&6 , T1&T2  
1, 12   , T7&T8 , 11&12 , T3&T4  
1, 13   , 9&10 , 15&16 , 27&28  
1, 14   , 3&4 , 15&16 , 9&10  
1, 15   , T1&T2 , 11&12 , 7&8  
1, 16   , 11&12 , 1&2 , 13&14  
1, 17   , 15&16 , 13&14 , 11&12  
1, 18   , 11&12 , 3&4 , T7&T8  
1, 19   , 25&26 , 9&10 , 3&4  
1, 20   , 21&22 , 9&10 , T5&T6  
1, 21   , T3&T4 , T1&T2 , 1&2  
1, 22   , 7&8 , 13&14 , 23&24  
1, 23   , 3&4 , 25&26 , 21&22  
1, 24   , 15&16 , 1&2 , 7&8  
1, 25   , 5&6 , T5&T6 , T1&T2  
1, 26   , 23&24 , 21&22 , 27&28  
1, 27   , 1&2 , 23&24 , 9&10  
1, 28   , 25&26 , 23&24 , 5&6  
1, 29   , 27&28 , 25&26 , 1&2  
1, 30   , T3&T4 , 5&6 , 11&12  
1, 31   , T7&T8 , 7&8 , 15&16  
1, 32   , T1&T2 , 27&28 , T7&T8  
2, 1    , 7&8 , T3&T4 , 5&6  
2, 2    , 5&6 , 9&10 , 25&26  
2, 3    , 13&14 , 15&16 , 3&4  
2, 4    , T3&T4 , 27&28 , 9&10  
2, 5    , 15&16 , 3&4 , T1&T2  
2, 6    , 11&12 , 1&2 , T7&T8  
2, 7    , 23&24 , 21&22 , T3&T4  
2, 8    , 1&2 , 5&6 , 7&8  
2, 9    , 11&12 , T1&T2 , 15&16  
2, 10   , 23&24 , 7&8 , 15&16  
2, 11   , 1&2 , 3&4 , 27&28  
2, 12   , 5&6 , 15&16 , T1&T2  
2, 13   , 7&8 , 21&22 , 27&28  
2, 14   , 27&28 , 9&10 , 3&4  
2, 15   , 15&16 , T5&T6 , 13&14  
2, 16   , 3&4 , 27&28 , 1&2  
2, 17   , 3&4 , T1&T2 , T3&T4  
2, 18   , 9&10 , 11&12 , 21&22  
2, 19   , T7&T8 , 25&26 , 21&22  
2, 20   , 27&28 , T7&T8 , 11&12  
2, 21   , 25&26 , 13&14 , T7&T8  
2, 22   , T7&T8 , 1&2 , T5&T6  
2, 23   , 9&10 , 23&24 , 5&6  
2, 24   , 21&22 , 25&26 , T5&T6  
2, 25   , T5&T6 , T3&T4 , 1&2  
2, 26   , T5&T6 , 23&24 , 9&10  
2, 27   , 13&14 , 7&8 , 23&24  
2, 28   , T1&T2 , 5&6 , 11&12  
2, 29   , T3&T4 , 11&12 , 7&8  
2, 30   , T1&T2 , T7&T8 , 13&14  
2, 31   , 25&26 , T5&T6 , 23&24  
2, 32   , 21&22 , 13&14 , 25&26  
3, 1    , 5&6 , 13&14 , 3&4  
3, 2    , 25&26 , 15&16 , 23&24  
3, 3    , 21&22 , 13&14 , T5&T6  
3, 4    , 23&24 , T1&T2 , 3&4  
3, 5    , 1&2 , 25&26 , 23&24  
3, 6    , 25&26 , 27&28 , 7&8  
3, 7    , 15&16 , 1&2 , T7&T8  
