Week,Team#,Match1,Match2,Match3
1, 1    , 1&2 , T7&T8 , 3&4  
1, 2    , 7&8 , 13&14 , 27&28  
1, 3    , 45&46 , 13&14 , 11&12  
1, 4    , 7&8 , 27&28 , 5&6  
1, 5    , 49&50 , 9&10 , 11&12  
1, 6    , 45&46 , 15&16 , 1&2  
1, 7    , T3&T4 , 5&6 , 25&26  
1, 8    , T7&T8 , 11&12 , 47&48  
1, 9    , 13&14 , 45&46 , 47&48  
1, 10   , 5&6 , 47&48 , 49&50  
1, 11   , 47&48 , T5&T6 , 25&26  
1, 12   , 15&16 , 7&8 , 13&14  
1, 13   , 5&6 , 45&46 , 21&22  
1, 14   , 9&10 , 21&22 , 45&46  
1, 15   , 13&14 , 23&24 , T3&T4  
1, 16   , T3&T4 , 15&16 , 7&8  
1, 17   , 49&50 , 25&26 , T1&T2  
1, 18   , 23&24 , 21&22 , 3&4  
1, 19   , 11&12 , T7&T8 , 13&14  
1, 20   , T1&T2 , 7&8 , 15&16  
1, 21   , T1&T2 , 25&26 , 27&28  
1, 22   , 21&22 , 1&2 , T3&T4  
1, 23   , 25&26 , 49&50 , 7&8  
1, 24   , 3&4 , 47&48 , 5&6  
1, 25   , T5&T6 , 3&4 , 23&24  
1, 26   , 25&26 , T1&T2 , T7&T8  
1, 27   , 11&12 , 3&4 , 1&2  
1, 28   , T5&T6 , 23&24 , 9&10  
1, 29   , 23&24 , 49&50 , 21&22  
1, 30   , 27&28 , 5&6 , 9&10  
1, 31   , 9&10 , 1&2 , T5&T6  
1, 32   , 47&48 , T3&T4 , T1&T2  
1, 33   , 15&16 , T1&T2 , 23&24  
1, 34   , 27&28 , 9&10 , T7&T8  
1, 35   , 1&2 , T3&T4 , 15&16  
1, 36   , 3&4 , 11&12 , 45&46  
1, 37   , T7&T8 , T5&T6 , 49&50  
1, 38   , 21&22 , 27&28 , T5&T6  
2, 1    , 3&4 , 5&6 , T7&T8  
2, 2    , 23&24 , T3&T4 , 7&8  
2, 3    , 15&16 , 25&26 , 27&28  
2, 4    , 1&2 , 25&26 , T1&T2  
2, 5    , 27&28 , 23&24 , 15&16  
2, 6    , 49&50 , T1&T2 , 1&2  
2, 7    , T3&T4 , 45&46 , 27&28  
2, 8    , 49&50 , 47&48 , 23&24  
2, 9    , T5&T6 , 9&10 , 11&12  
2, 10   , 47&48 , 1&2 , T5&T6  
2, 11   , 9&10 , 23&24 , 5&6  
2, 12   , T5&T6 , 3&4 , 9&10  
2, 13   , T1&T2 , T5&T6 , 13&14  
2, 14   , 47&48 , T5&T6 , 9&10  
2, 15   , 11&12 , 21&22 , T3&T4  
2, 16   , T1&T2 , T3&T4 , 11&12  
2, 17   , 25&26 , 15&16 , T5&T6  
2, 18   , 5&6 , 7&8 , T3&T4  
2, 19   , 1&2 , T7&T8 , 45&46  
2, 20   , 45&46 , 9&10 , 1&2  
2, 21   , 9&10 , 13&14 , 23&24  
2, 22   , 7&8 , T1&T2 , 21&22  
2, 23   , T7&T8 , 3&4 , 25&26  
2, 24   , 25&26 , 7&8 , 21&22  
2, 25   , 7&8 , 15&16 , 49&50  
2, 26   , 5&6 , 21&22 , 7&8  
2, 27   , 45&46 , 49&50 , 15&16  
2, 28   , 27&28 , T7&T8 , 47&48  
2, 29   , 21&22 , 27&28 , 3&4  
2, 30   , 11&12 , 47&48 , 3&4  
2, 31   , T7&T8 , 11&12 , 45&46  
2, 32   , 15&16 , 13&14 , T7&T8  
2, 33   , 3&4 , 49&50 , T1&T2  
2, 34   , 21&22 , 45&46 , 5&6  
2, 35   , T3&T4 , 1&2 , 13&14  
2, 36   , 23&24 , 27&28 , 49&50  
2, 37   , 13&14 , 11&12 , 47&48  
2, 38   , 13&14 , 5&6 , 25&26  
3, 1    , 23&24 , 7&8 , 5&6  
3, 2    , 47&48 , 21&22 , 25&26  
3, 3    , T3&T4 , 15&16 , T7&T8  
3, 4    , 15&16 , T5&T6 , 11&12  
3, 5    , T5&T6 , 1&2 , 25&26  
3, 6    , 3&4 , T7&T8 , 47&48  
3, 7    , 1&2 , 45&46 , 9&10  
3, 8    , T5&T6 , 23&24 , T1&T2  
3, 9    , T1&T2 , 9&10 , 45&46  
3, 10   , 45&46 , T1&T2 , 5&6  
3, 11   , 15&16 , 7&8 , 23&24  
3, 12   , 49&50 , T1&T2 , 1&2  
3, 13   , 7&8 , 3&4 , 47&48  
3, 14   , 13&14 , 25&26 , 15&16  
3, 15   , 9&10 , T3&T4 , 3&4  
3, 16   , T7&T8 , 47&48 , 11&12  
3, 17   , T1&T2 , T7&T8 , 27&28  
3, 18   , 27&28 , 3&4 , 1&2  
3, 19   , 3&4 , 45&46 , T3&T4  
3, 20   , 27&28 , T5&T6 , 7&8  
3, 21   , 45&46 , 9&10 , 21&22  
3, 22   , 11&12 , 5&6 , 21&22  
3, 23   , 21&22 , 11&12 , 13&14  
3, 24   , 47&48 , 49&50 , T1&T2  
3, 25   , T7&T8 , 1&2 , 13&14  
3, 26   , T3&T4 , 13&14 , 9&10  
3, 27   , 23&24 , 5&6 , 15&16  
3, 28   , 5&6 , 11&12 , 27&28  
3, 29   , 11&12 , 13&14 , T5&T6  
3, 30   , 25&26 , 27&28 , T3&T4  
3, 31   , 7&8 , T3&T4 , T7&T8  
3, 32   , 5&6 , 25&26 , 7&8  
3, 33   , 25&26 , 49&50 , T5&T6  
3, 34   , 49&50 , 23&24 , 45&46  
3, 35   , 9&10 , 27&28 , 23&24  
3, 36   , 21&22 , 15&16 , 49&50  
3, 37   , 1&2 , 47&48 , 49&50  
3, 38   , 13&14 , 21&22 , 3&4  
4, 1    , T7&T8 , 3&4 , 7&8  
4, 2    , 47&48 , 9&10 , T5&T6  
4, 3    , 7&8 , 47&48 , 5&6  
4, 4    , 27&28 , 49&50 , 3&4  
4, 5    , T1&T2 , 27&28 , 49&50  
4, 6    , 9&10 , 15&16 , 45&46  
4, 7    , 5&6 , 7&8 , T7&T8  
4, 8    , 45&46 , 47&48 , 3&4  
4, 9    , 11&12 , 5&6 , T3&T4  
4, 10   , 5&6 , 23&24 , T1&T2  
4, 11   , 49&50 , 45&46 , 11&12  
4, 12   , 15&16 , 9&10 , T7&T8  
4, 13   , 25&26 , T1&T2 , 13&14  
4, 14   , 1&2 , 21&22 , 11&12  
4, 15   , 21&22 , 27&28 , 25&26  
4, 16   , T3&T4 , 21&22 , 23&24  
4, 17   , 25&26 , T5&T6 , 21&22  
4, 18   , 49&50 , 23&24 , 1&2  
4, 19   , 45&46 , 13&14 , T1&T2  
4, 20   , 47&48 , T7&T8 , 7&8  
4, 21   , 3&4 , 1&2 , 27&28  
4, 22   , T1&T2 , 45&46 , 21&22  
4, 23   , 1&2 , 3&4 , 13&14  
4, 24   , 13&14 , 5&6 , 47&48  
4, 25   , T5&T6 , 15&16 , 25&26  
4, 26   , T5&T6 , 49&50 , 9&10  
4, 27   , 23&24 , 7&8 , T5&T6  
4, 28   , 15&16 , T7&T8 , 47&48  
4, 29   , 23&24 , 11&12 , 15&16  
4, 30   , T3&T4 , T1&T2 , 5&6  
4, 31   , 13&14 , 11&12 , 45&46  
4, 32   , 21&22 , T3&T4 , 49&50  
4, 33   , 3&4 , 13&14 , T3&T4  
4, 34   , 9&10 , T5&T6 , 23&24  
4, 35   , 27&28 , 1&2 , 15&16  
4, 36   , T7&T8 , 25&26 , 9&10  
4, 37   , 11&12 , T3&T4 , 27&28  
4, 38   , 7&8 , 25&26 , 1&2  
5, 1    , 11&12 , T7&T8 , 23&24  
5, 2    , 9&10 , T5&T6 , 45&46  
5, 3    , T7&T8 , 25&26 , 7&8  
5, 4    , 49&50 , 23&24 , 3&4  
5, 5    , 25&26 , T3&T4 , T5&T6  
5, 6    , 5&6 , 11&12 , 15&16  
5, 7    , 15&16 , T5&T6 , 47&48  
5, 8    , T1&T2 , 5&6 , 47&48  
5, 9    , 23&24 , 45&46 , 1&2  
5, 10   , 7&8 , 5&6 , T5&T6  
5, 11   , T3&T4 , 15&16 , 27&28  
5, 12   , 21&22 , 1&2 , T7&T8  
5, 13   , 25&26 , 7&8 , 13&14  
5, 14   , 3&4 , 25&26 , 49&50  
5, 15   , T1&T2 , 27&28 , 49&50  
5, 16   , 45&46 , 13&14 , 25&26  
5, 17   , 47&48 , T7&T8 , 9&10  
5, 18   , 23&24 , 49&50 , 3&4  
5, 19   , T3&T4 , 9&10 , 7&8  
5, 20   , 3&4 , 13&14 , 11&12  
5, 21   , 5&6 , 9&10 , T3&T4  
5, 22   , T5&T6 , 47&48 , 21&22  
5, 23   , 47&48 , 15&16 , 21&22  
5, 24   , T7&T8 , T1&T2 , 15&16  
5, 25   , 49&50 , 21&22 , T7&T8  
5, 26   , 1&2 , 7&8 , T1&T2  
5, 27   , 13&14 , 27&28 , 5&6  
5, 28   , 15&16 , 49&50 , 23&24  
5, 29   , 45&46 , T3&T4 , 27&28  
5, 30   , 11&12 , 47&48 , T3&T4  
5, 31   , 9&10 , 21&22 , 11&12  
5, 32   , 27&28 , T1&T2 , 1&2  
5, 33   , 7&8 , 11&12 , 45&46  
5, 34   , 27&28 , 3&4 , 13&14  
5, 35   , 1&2 , 45&46 , 5&6  
5, 36   , 13&14 , 23&24 , 9&10  
5, 37   , T5&T6 , 1&2 , T1&T2  
5, 38   , 21&22 , 3&4 , 25&26  
6, 1    , 3&4 , 7&8 , 47&48  
6, 2    , 7&8 , T5&T6 , 49&50  
6, 3    , 9&10 , T7&T8 , 45&46  
6, 4    , T3&T4 , 21&22 , T1&T2  
6, 5    , 5&6 , 49&50 , 11&12  
6, 6    , 47&48 , T3&T4 , 27&28  
6, 7    , 47&48 , 45&46 , 7&8  
6, 8    , 49&50 , 47&48 , 5&6  
6, 9    , 11&12 , 21&22 , 9&10  
