Week,Team#,Match1,Match2,Match3
1, 1    , T5&T6 , T3&T4 , 23&24  
1, 2    , 9&10 , T1&T2 , 5&6  
1, 3    , 11&12 , 9&10 , 3&4  
1, 4    , T1&T2 , 13&14 , 1&2  
1, 5    , 7&8 , T7&T8 , T3&T4  
1, 6    , T7&T8 , 21&22 , 5&6  
1, 7    , T5&T6 , 15&16 , T1&T2  
1, 8    , 21&22 , T5&T6 , 13&14  
1, 9    , 3&4 , 11&12 , 9&10  
1, 10   , T7&T8 , 15&16 , 1&2  
1, 11   , 15&16 , 3&4 , T1&T2  
1, 12   , 13&14 , 7&8 , T3&T4  
1, 13   , 15&16 , T3&T4 , 11&12  
1, 14   , T1&T2 , 1&2 , 9&10  
1, 15   , 7&8 , 11&12 , 15&16  
1, 16   , 1&2 , 23&24 , 7&8  
1, 17   , 3&4 , T7&T8 , 7&8  
1, 18   , 23&24 , 5&6 , 11&12  
1, 19   , T3&T4 , T1&T2 , 21&22  
1, 20   , 5&6 , T5&T6 , 15&16  
1, 21   , 13&14 , 1&2 , T5&T6  
1, 22   , 23&24 , 9&10 , 13&14  
1, 23   , T3&T4 , 3&4 , T7&T8  
1, 24   , 9&10 , 23&24 , 21&22  
1, 25   , 1&2 , 21&22 , T5&T6  
1, 26   , 5&6 , 13&14 , T7&T8  
1, 27   , 21&22 , 5&6 , 3&4  
1, 28   , 11&12 , 7&8 , 23&24  
2, 1    , T3&T4 , 7&8 , T7&T8  
2, 2    , T1&T2 , 13&14 , 15&16  
2, 3    , T7&T8 , 11&12 , 23&24  
2, 4    , 3&4 , T5&T6 , 15&16  
2, 5    , 23&24 , 9&10 , 1&2  
2, 6    , 13&14 , 21&22 , 1&2  
2, 7    , 11&12 , T7&T8 , 13&14  
2, 8    , 7&8 , 3&4 , 21&22  
2, 9    , 1&2 , T5&T6 , T1&T2  
2, 10   , T3&T4 , 5&6 , 7&8  
2, 11   , 1&2 , 23&24 , 3&4  
2, 12   , 5&6 , 13&14 , 11&12  
2, 13   , 7&8 , T1&T2 , 9&10  
2, 14   , 9&10 , 3&4 , T3&T4  
2, 15   , 9&10 , 5&6 , 13&14  
2, 16   , 11&12 , 9&10 , 21&22  
2, 17   , 21&22 , T7&T8 , T5&T6  
2, 18   , T1&T2 , 1&2 , 7&8  
2, 19   , T5&T6 , 1&2 , T1&T2  
2, 20   , 13&14 , 15&16 , T3&T4  
2, 21   , 15&16 , 7&8 , 23&24  
2, 22   , T5&T6 , 21&22 , 3&4  
2, 23   , 21&22 , 15&16 , T7&T8  
2, 24   , 3&4 , 23&24 , 11&12  
2, 25   , 23&24 , 11&12 , 9&10  
2, 26   , T7&T8 , T1&T2 , 5&6  
2, 27   , 5&6 , T3&T4 , T5&T6  
2, 28   , 15&16 , T3&T4 , 5&6  
3, 1    , 11&12 , 13&14 , T5&T6  
3, 2    , 1&2 , 9&10 , T3&T4  
3, 3    , 5&6 , 1&2 , 13&14  
3, 4    , T7&T8 , 15&16 , T5&T6  
3, 5    , T5&T6 , 7&8 , 1&2  
3, 6    , 15&16 , 5&6 , 23&24  
3, 7    , 5&6 , 15&16 , 3&4  
3, 8    , 3&4 , 9&10 , 11&12  
3, 9    , T1&T2 , T3&T4 , 21&22  
3, 10   , 3&4 , 23&24 , T7&T8  
3, 11   , 21&22 , T1&T2 , 11&12  
3, 12   , 21&22 , 13&14 , 7&8  
3, 13   , 1&2 , 23&24 , T1&T2  
3, 14   , 13&14 , 5&6 , 15&16  
3, 15   , T3&T4 , T1&T2 , 7&8  
3, 16   , 7&8 , T7&T8 , 15&16  
3, 17   , 13&14 , 1&2 , 23&24  
3, 18   , T5&T6 , 3&4 , 21&22  
3, 19   , 11&12 , T7&T8 , 9&10  
3, 20   , 23&24 , 3&4 , 9&10  
3, 21   , 9&10 , 21&22 , 5&6  
3, 22   , T3&T4 , T5&T6 , T1&T2  
3, 23   , T1&T2 , 21&22 , T7&T8  
3, 24   , 15&16 , 7&8 , 13&14  
3, 25   , 23&24 , 11&12 , T3&T4  
3, 26   , 9&10 , 11&12 , 1&2  
3, 27   , 7&8 , T3&T4 , 5&6  
3, 28   , T7&T8 , T5&T6 , 3&4  
4, 1    , 3&4 , 21&22 , T1&T2  
4, 2    , 1&2 , T5&T6 , 5&6  
4, 3    , 5&6 , 21&22 , 23&24  
4, 4    , T7&T8 , 11&12 , 13&14  
4, 5    , 21&22 , 11&12 , 7&8  
4, 6    , T3&T4 , 3&4 , 1&2  
4, 7    , 9&10 , 5&6 , 15&16  
4, 8    , 7&8 , 23&24 , 1&2  
4, 9    , T5&T6 , 15&16 , 9&10  
4, 10   , 5&6 , T1&T2 , T5&T6  
4, 11   , T3&T4 , 9&10 , T7&T8  
4, 12   , 11&12 , 1&2 , T3&T4  
4, 13   , 21&22 , 5&6 , 13&14  
4, 14   , 15&16 , 1&2 , T1&T2  
4, 15   , 23&24 , T5&T6 , 3&4  
4, 16   , T5&T6 , 7&8 , 3&4  
4, 17   , 1&2 , T7&T8 , 21&22  
4, 18   , T1&T2 , 3&4 , 11&12  
4, 19   , 15&16 , 23&24 , 7&8  
4, 20   , 9&10 , 13&14 , T3&T4  
4, 21   , 23&24 , 15&16 , T5&T6  
4, 22   , 13&14 , 7&8 , 9&10  
4, 23   , 11&12 , T3&T4 , 23&24  
4, 24   , 3&4 , T1&T2 , 15&16  
4, 25   , 13&14 , T7&T8 , 11&12  
4, 26   , 7&8 , 9&10 , 21&22  
4, 27   , T7&T8 , T3&T4 , 5&6  
4, 28   , T1&T2 , 13&14 , T7&T8  
5, 1    , 9&10 , 1&2 , 11&12  
5, 2    , T3&T4 , T5&T6 , 1&2  
5, 3    , 11&12 , T1&T2 , 23&24  
5, 4    , T7&T8 , 15&16 , T1&T2  
5, 5    , 7&8 , 13&14 , 21&22  
5, 6    , 13&14 , 1&2 , 7&8  
5, 7    , 15&16 , 13&14 , T3&T4  
5, 8    , T1&T2 , 5&6 , 15&16  
5, 9    , 11&12 , 7&8 , 9&10  
5, 10   , 21&22 , 23&24 , T5&T6  
5, 11   , 23&24 , T1&T2 , 5&6  
5, 12   , 5&6 , T3&T4 , 15&16  
5, 13   , T5&T6 , 11&12 , 23&24  
5, 14   , T3&T4 , 9&10 , 21&22  
5, 15   , 1&2 , 21&22 , 7&8  
5, 16   , T7&T8 , T3&T4 , 5&6  
5, 17   , 23&24 , 3&4 , T5&T6  
5, 18   , 1&2 , T7&T8 , 11&12  
5, 19   , 15&16 , 23&24 , T1&T2  
5, 20   , T5&T6 , 3&4 , 1&2  
5, 21   , 3&4 , T5&T6 , T3&T4  
5, 22   , 5&6 , 15&16 , 13&14  
5, 23   , T1&T2 , 21&22 , T7&T8  
5, 24   , 3&4 , 7&8 , 13&14  
5, 25   , 9&10 , 5&6 , 3&4  
5, 26   , 13&14 , T7&T8 , 9&10  
5, 27   , 21&22 , 11&12 , 3&4  
5, 28   , 7&8 , 9&10 , T7&T8  
6, 1    , T7&T8 , 11&12 , 13&14  
6, 2    , 1&2 , 11&12 , 3&4  
6, 3    , 7&8 , 3&4 , 9&10  
6, 4    , T5&T6 , 3&4 , 1&2  
6, 5    , T1&T2 , 1&2 , 3&4  
6, 6    , 7&8 , T1&T2 , 23&24  
6, 7    , 11&12 , 5&6 , 7&8  
6, 8    , 21&22 , 9&10 , T1&T2  
6, 9    , 15&16 , 5&6 , 21&22  
6, 10   , 9&10 , 23&24 , T7&T8  
6, 11   , T5&T6 , 1&2 , 11&12  
6, 12   , 11&12 , T7&T8 , 23&24  
6, 13   , 3&4 , T5&T6 , 21&22  
6, 14   , 3&4 , 21&22 , 7&8  
6, 15   , 5&6 , T3&T4 , 1&2  
6, 16   , T3&T4 , 13&14 , T5&T6  
6, 17   , 5&6 , 15&16 , 13&14  
6, 18   , 13&14 , T7&T8 , T1&T2  
6, 19   , 23&24 , T3&T4 , 9&10  
6, 20   , T3&T4 , 23&24 , 11&12  
6, 21   , T1&T2 , 9&10 , 5&6  
6, 22   , 9&10 , 15&16 , 5&6  
6, 23   , 13&14 , T5&T6 , T3&T4  
6, 24   , 21&22 , 7&8 , 15&16  
6, 25   , 15&16 , 7&8 , T3&T4  
6, 26   , T7&T8 , 21&22 , T5&T6  
6, 27   , 23&24 , T1&T2 , 15&16  
6, 28   , 1&2 , 13&14 , T7&T8  
7, 1    , 13&14 , 9&10 , T5&T6  
7, 2    , 23&24 , 7&8 , 11&12  
7, 3    , 3&4 , 23&24 , 11&12  
7, 4    , 15&16 , 1&2 , 9&10  
7, 5    , T7&T8 , 23&24 , T5&T6  
7, 6    , 15&16 , 3&4 , 1&2  
7, 7    , 21&22 , 11&12 , T7&T8  
7, 8    , 13&14 , T1&T2 , 15&16  
7, 9    , 1&2 , 3&4 , 15&16  
7, 10   , 9&10 , T5&T6 , 5&6  
7, 11   , 5&6 , 9&10 , 23&24  
7, 12   , 1&2 , T5&T6 , 9&10  
7, 13   , 11&12 , 15&16 , 1&2  
7, 14   , 7&8 , 13&14 , 5&6  
7, 15   , T5&T6 , 15&16 , 7&8  
7, 16   , 9&10 , 7&8 , 21&22  
7, 17   , T1&T2 , T3&T4 , 3&4  
7, 18   , 21&22 , T3&T4 , 23&24  
7, 19   , 11&12 , 21&22 , 3&4  
7, 20   , 3&4 , T7&T8 , T3&T4  
7, 21   , 5&6 , 21&22 , T3&T4  
7, 22   , T3&T4 , 13&14 , T1&T2  
7, 23   , 23&24 , 11&12 , 21&22  
7, 24   , T1&T2 , T7&T8 , 7&8  
7, 25   , 7&8 , 1&2 , 13&14  
7, 26   , T3&T4 , 5&6 , T7&T8  
7, 27   , T7&T8 , 5&6 , T1&T2  
7, 28   , T5&T6 , T1&T2 , 13&14  
