Week,Team#,Match1,Match2,Match3
1, 1    , 51&52 , 1&2 , 47&48  
1, 2    , 23&24 , 21&22 , 51&52  
1, 3    , T1&T2 , 27&28 , 11&12  
1, 4    , 9&10 , 27&28 , 13&14  
1, 5    , 11&12 , 3&4 , 27&28  
1, 6    , T7&T8 , 5&6 , 21&22  
1, 7    , 27&28 , 45&46 , 9&10  
1, 8    , 15&16 , 49&50 , T3&T4  
1, 9    , 49&50 , 45&46 , 5&6  
1, 10   , 49&50 , T1&T2 , 15&16  
1, 11   , T3&T4 , 23&24 , 5&6  
1, 12   , 3&4 , 9&10 , 45&46  
1, 13   , 13&14 , 15&16 , 21&22  
1, 14   , 51&52 , T5&T6 , 25&26  
1, 15   , 45&46 , T7&T8 , T5&T6  
1, 16   , 3&4 , 7&8 , 23&24  
1, 17   , 47&48 , 11&12 , 49&50  
1, 18   , 7&8 , 13&14 , T5&T6  
1, 19   , 25&26 , 5&6 , 13&14  
1, 20   , 11&12 , 21&22 , 45&46  
1, 21   , 13&14 , 25&26 , T1&T2  
1, 22   , T5&T6 , 3&4 , 25&26  
1, 23   , 1&2 , 23&24 , T3&T4  
1, 24   , T7&T8 , 49&50 , 7&8  
1, 25   , 5&6 , T3&T4 , 15&16  
1, 26   , 5&6 , 13&14 , 23&24  
1, 27   , 15&16 , T5&T6 , 51&52  
1, 28   , 21&22 , 25&26 , 9&10  
1, 29   , 45&46 , 1&2 , 3&4  
1, 30   , 1&2 , 9&10 , 47&48  
1, 31   , 23&24 , T7&T8 , 7&8  
1, 32   , 27&28 , 47&48 , 1&2  
1, 33   , 21&22 , 11&12 , T7&T8  
1, 34   , T3&T4 , 15&16 , 11&12  
1, 35   , 9&10 , T1&T2 , 49&50  
1, 36   , T5&T6 , 7&8 , T1&T2  
1, 37   , 7&8 , T3&T4 , 3&4  
1, 38   , 47&48 , 51&52 , 1&2  
1, 39   , T1&T2 , 51&52 , T7&T8  
1, 40   , 25&26 , 47&48 , 27&28  
2, 1    , 49&50 , 9&10 , 5&6  
2, 2    , 21&22 , 15&16 , T3&T4  
2, 3    , 13&14 , 5&6 , 15&16  
2, 4    , T5&T6 , 27&28 , 25&26  
2, 5    , 15&16 , 11&12 , 1&2  
2, 6    , 51&52 , T5&T6 , 9&10  
2, 7    , T7&T8 , 1&2 , 49&50  
2, 8    , 27&28 , 47&48 , 11&12  
2, 9    , 3&4 , T3&T4 , 7&8  
2, 10   , T3&T4 , 5&6 , 23&24  
2, 11   , 21&22 , 45&46 , 3&4  
2, 12   , 45&46 , 11&12 , 27&28  
2, 13   , 23&24 , 7&8 , T7&T8  
2, 14   , T7&T8 , 3&4 , T1&T2  
2, 15   , T1&T2 , T3&T4 , 3&4  
2, 16   , 5&6 , 51&52 , T3&T4  
2, 17   , 25&26 , T5&T6 , 47&48  
2, 18   , 9&10 , T1&T2 , 1&2  
2, 19   , 45&46 , 21&22 , 51&52  
2, 20   , T3&T4 , 9&10 , 45&46  
2, 21   , 47&48 , T7&T8 , T5&T6  
2, 22   , 1&2 , 21&22 , 7&8  
2, 23   , 47&48 , 1&2 , 15&16  
2, 24   , 23&24 , 3&4 , 25&26  
2, 25   , T1&T2 , 13&14 , 51&52  
2, 26   , 3&4 , 7&8 , 27&28  
2, 27   , 15&16 , 45&46 , 21&22  
2, 28   , 11&12 , 27&28 , 21&22  
2, 29   , 1&2 , 25&26 , T5&T6  
2, 30   , 7&8 , T1&T2 , 13&14  
2, 31   , 49&50 , 51&52 , T7&T8  
2, 32   , T5&T6 , T7&T8 , 47&48  
2, 33   , 7&8 , 13&14 , 49&50  
2, 34   , 11&12 , 49&50 , 23&24  
2, 35   , 27&28 , 25&26 , T1&T2  
2, 36   , 9&10 , 23&24 , 45&46  
2, 37   , 5&6 , 23&24 , 11&12  
2, 38   , 51&52 , 15&16 , 13&14  
2, 39   , 25&26 , 49&50 , 5&6  
2, 40   , 13&14 , 47&48 , 9&10  
3, 1    , 1&2 , 45&46 , 21&22  
3, 2    , 7&8 , T1&T2 , 9&10  
3, 3    , T3&T4 , 49&50 , 45&46  
3, 4    , 51&52 , T3&T4 , T1&T2  
3, 5    , 3&4 , T5&T6 , T1&T2  
3, 6    , 47&48 , 15&16 , 51&52  
3, 7    , 23&24 , 3&4 , 5&6  
3, 8    , 11&12 , 9&10 , T7&T8  
3, 9    , 5&6 , 27&28 , 21&22  
3, 10   , T7&T8 , 51&52 , 7&8  
3, 11   , 13&14 , 47&48 , 49&50  
3, 12   , 1&2 , 21&22 , 51&52  
3, 13   , 51&52 , T5&T6 , 15&16  
3, 14   , 7&8 , 49&50 , T5&T6  
3, 15   , 21&22 , T3&T4 , 7&8  
3, 16   , 5&6 , 1&2 , 49&50  
3, 17   , T3&T4 , 25&26 , T7&T8  
3, 18   , 45&46 , 51&52 , 9&10  
3, 19   , 3&4 , 27&28 , T3&T4  
3, 20   , 9&10 , 5&6 , T3&T4  
3, 21   , 21&22 , 13&14 , 25&26  
3, 22   , 11&12 , 7&8 , 45&46  
3, 23   , T5&T6 , T7&T8 , 27&28  
3, 24   , 25&26 , 45&46 , 47&48  
3, 25   , 47&48 , 11&12 , 13&14  
3, 26   , 25&26 , 23&24 , 3&4  
3, 27   , T1&T2 , T7&T8 , 3&4  
3, 28   , 15&16 , 21&22 , 23&24  
3, 29   , T5&T6 , T1&T2 , 11&12  
3, 30   , 13&14 , 25&26 , 11&12  
3, 31   , 27&28 , 7&8 , T5&T6  
3, 32   , 45&46 , 47&48 , 1&2  
3, 33   , T1&T2 , 15&16 , 1&2  
3, 34   , 49&50 , 9&10 , 5&6  
3, 35   , 23&24 , 11&12 , 15&16  
3, 36   , 15&16 , 3&4 , 13&14  
3, 37   , T7&T8 , 5&6 , 25&26  
3, 38   , 49&50 , 1&2 , 23&24  
3, 39   , 9&10 , 13&14 , 27&28  
3, 40   , 27&28 , 23&24 , 47&48  
4, 1    , 7&8 , 15&16 , T3&T4  
4, 2    , 27&28 , 25&26 , 5&6  
4, 3    , T5&T6 , 13&14 , 3&4  
4, 4    , 45&46 , 11&12 , 23&24  
4, 5    , 9&10 , 45&46 , 25&26  
4, 6    , 9&10 , 25&26 , 1&2  
4, 7    , 27&28 , 21&22 , 9&10  
4, 8    , 5&6 , T1&T2 , 1&2  
4, 9    , 11&12 , T1&T2 , T5&T6  
4, 10   , 25&26 , 1&2 , T1&T2  
4, 11   , T1&T2 , 3&4 , 21&22  
4, 12   , 49&50 , 3&4 , 9&10  
4, 13   , 21&22 , T3&T4 , T1&T2  
