Week,Team#,Match1,Match2,Match3
1, 1    , T5&T6 , T7&T8 , T1&T2  
1, 2    , 25&26 , 21&22 , T5&T6  
1, 3    , 5&6 , 21&22 , 1&2  
1, 4    , 45&46 , T5&T6 , 13&14  
1, 5    , 1&2 , T5&T6 , 25&26  
1, 6    , 47&48 , 3&4 , T3&T4  
1, 7    , 27&28 , 7&8 , 3&4  
1, 8    , T3&T4 , 25&26 , 15&16  
1, 9    , T3&T4 , 13&14 , 27&28  
1, 10   , T1&T2 , 45&46 , 23&24  
1, 11   , 21&22 , 11&12 , 13&14  
1, 12   , 11&12 , T7&T8 , 7&8  
1, 13   , 1&2 , 23&24 , 11&12  
1, 14   , 23&24 , 7&8 , T3&T4  
1, 15   , 13&14 , 9&10 , 45&46  
1, 16   , 7&8 , 5&6 , T1&T2  
1, 17   , 25&26 , 47&48 , 3&4  
1, 18   , 7&8 , 13&14 , 23&24  
1, 19   , 15&16 , 25&26 , 1&2  
1, 20   , 47&48 , 9&10 , 11&12  
1, 21   , 3&4 , 15&16 , 9&10  
1, 22   , T7&T8 , 5&6 , 45&46  
1, 23   , 5&6 , 3&4 , 21&22  
1, 24   , 13&14 , T3&T4 , 9&10  
1, 25   , 9&10 , T3&T4 , 15&16  
1, 26   , T1&T2 , 23&24 , T7&T8  
1, 27   , 3&4 , 27&28 , T5&T6  
1, 28   , 9&10 , 47&48 , 27&28  
1, 29   , T5&T6 , T1&T2 , 47&48  
1, 30   , T7&T8 , 11&12 , 25&26  
1, 31   , 11&12 , 45&46 , T7&T8  
1, 32   , 27&28 , 15&16 , 47&48  
1, 33   , 45&46 , T1&T2 , 5&6  
1, 34   , 21&22 , 1&2 , 5&6  
1, 35   , 15&16 , 27&28 , 7&8  
1, 36   , 23&24 , 1&2 , 21&22  
2, 1    , 5&6 , 23&24 , 11&12  
2, 2    , 47&48 , T1&T2 , 5&6  
2, 3    , 13&14 , T3&T4 , 1&2  
2, 4    , T5&T6 , 7&8 , 27&28  
2, 5    , 1&2 , T1&T2 , T3&T4  
2, 6    , 23&24 , 1&2 , 47&48  
2, 7    , 21&22 , T5&T6 , 15&16  
2, 8    , 11&12 , 9&10 , 15&16  
2, 9    , T3&T4 , T7&T8 , 25&26  
2, 10   , T3&T4 , 15&16 , 23&24  
2, 11   , T1&T2 , 45&46 , 3&4  
2, 12   , 21&22 , 5&6 , 7&8  
2, 13   , 25&26 , T5&T6 , 23&24  
2, 14   , 25&26 , 47&48 , 3&4  
2, 15   , 3&4 , 25&26 , T7&T8  
2, 16   , 23&24 , 3&4 , 45&46  
2, 17   , 45&46 , 13&14 , 21&22  
2, 18   , 3&4 , 27&28 , T5&T6  
2, 19   , 27&28 , 1&2 , 21&22  
2, 20   , T1&T2 , 11&12 , 25&26  
2, 21   , 9&10 , 5&6 , 13&14  
2, 22   , 11&12 , 21&22 , 9&10  
2, 23   , 27&28 , 7&8 , T5&T6  
2, 24   , 7&8 , 21&22 , 1&2  
2, 25   , T5&T6 , 3&4 , T1&T2  
2, 26   , 15&16 , 27&28 , T1&T2  
2, 27   , T7&T8 , T3&T4 , 9&10  
2, 28   , 1&2 , 23&24 , T7&T8  
2, 29   , 45&46 , 11&12 , 7&8  
2, 30   , 13&14 , 15&16 , 45&46  
2, 31   , 47&48 , 25&26 , 27&28  
2, 32   , T7&T8 , 47&48 , 11&12  
2, 33   , 9&10 , 45&46 , 5&6  
2, 34   , 5&6 , T7&T8 , 47&48  
2, 35   , 15&16 , 13&14 , T3&T4  
2, 36   , 7&8 , 9&10 , 13&14  
3, 1    , 1&2 , 27&28 , T3&T4  
3, 2    , 47&48 , 1&2 , 25&26  
3, 3    , 5&6 , T5&T6 , 27&28  
3, 4    , T1&T2 , 13&14 , T7&T8  
3, 5    , 5&6 , 47&48 , 21&22  
3, 6    , 9&10 , 5&6 , 7&8  
3, 7    , 13&14 , 11&12 , 45&46  
3, 8    , 47&48 , 25&26 , 23&24  
3, 9    , T7&T8 , 21&22 , T3&T4  
3, 10   , 27&28 , 3&4 , 23&24  
3, 11   , 13&14 , T3&T4 , 1&2  
3, 12   , T7&T8 , 7&8 , 27&28  
3, 13   , 11&12 , 45&46 , 25&26  
3, 14   , 23&24 , T7&T8 , 9&10  
3, 15   , 1&2 , 9&10 , T5&T6  
3, 16   , 45&46 , 47&48 , 11&12  
3, 17   , 7&8 , 13&14 , 5&6  
3, 18   , 25&26 , 15&16 , T7&T8  
3, 19   , T3&T4 , 23&24 , T5&T6  
3, 20   , T3&T4 , T7&T8 , 15&16  
3, 21   , 21&22 , 9&10 , 3&4  
3, 22   , 21&22 , 7&8 , 47&48  
3, 23   , 15&16 , 3&4 , 45&46  
3, 24   , 11&12 , 5&6 , 13&14  
3, 25   , 25&26 , 1&2 , 5&6  
3, 26   , 3&4 , T1&T2 , 13&14  
3, 27   , 3&4 , 45&46 , T1&T2  
3, 28   , 15&16 , T3&T4 , 3&4  
3, 29   , 9&10 , 11&12 , 47&48  
3, 30   , T1&T2 , 23&24 , 7&8  
3, 31   , 7&8 , 27&28 , T1&T2  
3, 32   , T5&T6 , 21&22 , 1&2  
3, 33   , T5&T6 , 25&26 , 15&16  
3, 34   , 27&28 , T1&T2 , 9&10  
3, 35   , 23&24 , T5&T6 , 11&12  
3, 36   , 45&46 , 15&16 , 21&22  
4, 1    , 45&46 , 9&10 , T1&T2  
4, 2    , 15&16 , 25&26 , 9&10  
4, 3    , 47&48 , 13&14 , 7&8  
4, 4    , 7&8 , T1&T2 , 3&4  
4, 5    , T5&T6 , 11&12 , T3&T4  
4, 6    , 7&8 , 1&2 , 25&26  
4, 7    , 5&6 , 13&14 , 23&24  
4, 8    , 1&2 , T7&T8 , 47&48  
4, 9    , T7&T8 , T1&T2 , 13&14  
4, 10   , 21&22 , 25&26 , 1&2  
4, 11   , 9&10 , 1&2 , 13&14  
4, 12   , T1&T2 , T5&T6 , 15&16  
4, 13   , T7&T8 , 27&28 , 47&48  
