Week,Team#,Match1,Match2,Match3
1, 1    , T1&T2 , T5&T6 , 1&2  
1, 2    , 47&48 , 13&14 , 15&16  
1, 3    , 15&16 , 11&12 , 5&6  
1, 4    , 11&12 , 49&50 , 47&48  
1, 5    , T5&T6 , 11&12 , 15&16  
1, 6    , 5&6 , 25&26 , 51&52  
1, 7    , T3&T4 , 49&50 , T5&T6  
1, 8    , 3&4 , 27&28 , T7&T8  
1, 9    , 7&8 , 25&26 , 47&48  
1, 10   , 13&14 , 5&6 , 25&26  
1, 11   , T7&T8 , 21&22 , 3&4  
1, 12   , 5&6 , T1&T2 , 11&12  
1, 13   , 45&46 , 5&6 , 49&50  
1, 14   , 51&52 , 9&10 , 11&12  
1, 15   , 25&26 , 3&4 , 13&14  
1, 16   , 9&10 , 15&16 , 51&52  
1, 17   , 1&2 , T5&T6 , 3&4  
1, 18   , 45&46 , 47&48 , 21&22  
1, 19   , 11&12 , T7&T8 , 7&8  
1, 20   , 51&52 , 23&24 , T7&T8  
1, 21   , 7&8 , 21&22 , 23&24  
1, 22   , 1&2 , 47&48 , T1&T2  
1, 23   , 9&10 , 13&14 , 21&22  
1, 24   , 49&50 , T3&T4 , 5&6  
1, 25   , 21&22 , T7&T8 , 49&50  
1, 26   , T1&T2 , 7&8 , 27&28  
1, 27   , T5&T6 , T1&T2 , 23&24  
1, 28   , T7&T8 , 45&46 , 7&8  
1, 29   , 27&28 , 1&2 , T1&T2  
1, 30   , 49&50 , 7&8 , T5&T6  
1, 31   , 15&16 , 1&2 , 25&26  
1, 32   , 21&22 , 9&10 , 13&14  
1, 33   , 27&28 , 51&52 , T3&T4  
1, 34   , 25&26 , 27&28 , 45&46  
1, 35   , 13&14 , T3&T4 , 9&10  
1, 36   , 3&4 , 23&24 , 45&46  
1, 37   , 47&48 , 15&16 , 27&28  
1, 38   , T3&T4 , 51&52 , 9&10  
1, 39   , 23&24 , 45&46 , T3&T4  
1, 40   , 23&24 , 3&4 , 1&2  
2, 1    , 47&48 , 3&4 , 49&50  
2, 2    , 11&12 , 45&46 , 7&8  
2, 3    , 23&24 , 11&12 , 25&26  
2, 4    , T3&T4 , 49&50 , 23&24  
2, 5    , 3&4 , T7&T8 , T3&T4  
2, 6    , T7&T8 , 49&50 , 1&2  
2, 7    , 23&24 , T3&T4 , 27&28  
2, 8    , 25&26 , 15&16 , T1&T2  
2, 9    , 5&6 , T5&T6 , 9&10  
2, 10   , 1&2 , T3&T4 , 23&24  
2, 11   , 45&46 , 9&10 , 49&50  
2, 12   , 21&22 , 51&52 , 7&8  
2, 13   , 15&16 , 13&14 , 5&6  
2, 14   , 27&28 , 3&4 , 1&2  
2, 15   , 5&6 , 23&24 , 47&48  
2, 16   , 47&48 , 11&12 , T1&T2  
2, 17   , 21&22 , 25&26 , T5&T6  
2, 18   , 51&52 , 15&16 , 21&22  
2, 19   , 13&14 , 9&10 , T5&T6  
2, 20   , T1&T2 , 45&46 , 11&12  
2, 21   , 9&10 , 21&22 , 13&14  
2, 22   , 49&50 , T5&T6 , 3&4  
2, 23   , T7&T8 , 7&8 , 25&26  
2, 24   , 49&50 , T1&T2 , T7&T8  
2, 25   , 51&52 , 21&22 , 15&16  
2, 26   , T3&T4 , 27&28 , 3&4  
2, 27   , 1&2 , 13&14 , 27&28  
2, 28   , 7&8 , 23&24 , 11&12  
2, 29   , 27&28 , T7&T8 , 13&14  
2, 30   , 7&8 , 1&2 , T3&T4  
2, 31   , 3&4 , 5&6 , 45&46  
2, 32   , 11&12 , 5&6 , 9&10  
2, 33   , 25&26 , 47&48 , 5&6  
2, 34   , 13&14 , 27&28 , 45&46  
2, 35   , 45&46 , 1&2 , 47&48  
2, 36   , 15&16 , 25&26 , T7&T8  
2, 37   , 9&10 , 7&8 , 51&52  
2, 38   , T5&T6 , T1&T2 , 51&52  
2, 39   , T1&T2 , 51&52 , 21&22  
2, 40   , T5&T6 , 47&48 , 15&16  
3, 1    , 25&26 , T7&T8 , 13&14  
3, 2    , T7&T8 , 45&46 , T3&T4  
3, 3    , 51&52 , T5&T6 , 49&50  
3, 4    , 47&48 , 5&6 , 3&4  
3, 5    , 45&46 , 3&4 , 51&52  
3, 6    , 7&8 , 1&2 , 27&28  
3, 7    , 15&16 , 51&52 , T3&T4  
3, 8    , 15&16 , 3&4 , 45&46  
3, 9    , 45&46 , 9&10 , 23&24  
3, 10   , 11&12 , T7&T8 , 49&50  
3, 11   , 3&4 , T3&T4 , 11&12  
3, 12   , 13&14 , 5&6 , 9&10  
3, 13   , 3&4 , 45&46 , 25&26  
3, 14   , T3&T4 , 25&26 , 1&2  
