Week,Team#,Match1,Match2,Match3
1, 1    , 15&16 , 21&22 , 7&8  
1, 2    , 11&12 , 23&24 , 9&10  
1, 3    , 1&2 , T7&T8 , 47&48  
1, 4    , 21&22 , 47&48 , 27&28  
1, 5    , 11&12 , T3&T4 , 3&4  
1, 6    , 23&24 , 5&6 , 49&50  
1, 7    , 51&52 , 45&46 , T5&T6  
1, 8    , 47&48 , 13&14 , T3&T4  
1, 9    , 9&10 , 11&12 , T5&T6  
1, 10   , 3&4 , 9&10 , 1&2  
1, 11   , 25&26 , 3&4 , 15&16  
1, 12   , 27&28 , 9&10 , 23&24  
1, 13   , 47&48 , 25&26 , 21&22  
1, 14   , T1&T2 , 7&8 , T3&T4  
1, 15   , 49&50 , T1&T2 , 1&2  
1, 16   , 27&28 , 49&50 , 25&26  
1, 17   , 49&50 , 51&52 , 13&14  
1, 18   , 3&4 , T5&T6 , 21&22  
1, 19   , 45&46 , 1&2 , 27&28  
1, 20   , 5&6 , T1&T2 , 23&24  
1, 21   , 13&14 , T7&T8 , 15&16  
1, 22   , T1&T2 , T3&T4 , 45&46  
1, 23   , 1&2 , 47&48 , 7&8  
1, 24   , 5&6 , 13&14 , T1&T2  
1, 25   , T5&T6 , 25&26 , 51&52  
1, 26   , T3&T4 , 3&4 , 45&46  
1, 27   , T3&T4 , 49&50 , 5&6  
1, 28   , 9&10 , 7&8 , 3&4  
1, 29   , T5&T6 , 11&12 , 13&14  
1, 30   , 15&16 , T5&T6 , 11&12  
1, 31   , 51&52 , 27&28 , 5&6  
1, 32   , 7&8 , 5&6 , T7&T8  
1, 33   , 45&46 , 23&24 , 51&52  
1, 34   , 13&14 , 21&22 , 11&12  
1, 35   , 7&8 , 15&16 , T1&T2  
1, 36   , 23&24 , 27&28 , T7&T8  
1, 37   , T7&T8 , 45&46 , 25&26  
1, 38   , 21&22 , 15&16 , 49&50  
1, 39   , 25&26 , 51&52 , 9&10  
1, 40   , T7&T8 , 1&2 , 47&48  
2, 1    , 13&14 , T1&T2 , T3&T4  
2, 2    , 1&2 , T5&T6 , 15&16  
2, 3    , 15&16 , 11&12 , 5&6  
2, 4    , 49&50 , 13&14 , 7&8  
2, 5    , 23&24 , 47&48 , 9&10  
2, 6    , 7&8 , T5&T6 , 21&22  
2, 7    , 27&28 , T1&T2 , 11&12  
2, 8    , 23&24 , T7&T8 , 15&16  
2, 9    , 9&10 , 47&48 , T3&T4  
2, 10   , T7&T8 , 3&4 , T1&T2  
2, 11   , T1&T2 , T3&T4 , T7&T8  
2, 12   , 47&48 , 9&10 , 51&52  
2, 13   , 13&14 , 1&2 , 47&48  
2, 14   , 51&52 , T3&T4 , T1&T2  
2, 15   , 21&22 , 25&26 , 23&24  
2, 16   , 9&10 , 27&28 , 11&12  
2, 17   , 3&4 , 1&2 , T5&T6  
2, 18   , 7&8 , 11&12 , 25&26  
2, 19   , 5&6 , 3&4 , 13&14  
2, 20   , 45&46 , 7&8 , 49&50  
2, 21   , T3&T4 , 23&24 , 47&48  
2, 22   , 21&22 , 51&52 , T5&T6  
2, 23   , T7&T8 , 49&50 , 45&46  
2, 24   , 47&48 , 15&16 , 1&2  
2, 25   , 3&4 , 45&46 , 51&52  
2, 26   , 27&28 , 7&8 , 25&26  
2, 27   , 11&12 , 23&24 , 49&50  
2, 28   , T5&T6 , 25&26 , 7&8  
2, 29   , T1&T2 , 21&22 , 9&10  
2, 30   , T5&T6 , 5&6 , 23&24  
2, 31   , T3&T4 , 5&6 , 1&2  
2, 32   , 25&26 , 49&50 , 3&4  
2, 33   , 15&16 , 21&22 , T7&T8  
2, 34   , 49&50 , 9&10 , 13&14  
2, 35   , 45&46 , 13&14 , 27&28  
2, 36   , 11&12 , 45&46 , 5&6  
2, 37   , 1&2 , 51&52 , 27&28  
2, 38   , 25&26 , 27&28 , 45&46  
2, 39   , 5&6 , T7&T8 , 21&22  
2, 40   , 51&52 , 15&16 , 3&4  
3, 1    , T7&T8 , T1&T2 , 9&10  
3, 2    , 11&12 , 21&22 , 5&6  
3, 3    , 51&52 , 7&8 , 11&12  
3, 4    , T7&T8 , T3&T4 , T1&T2  
3, 5    , 7&8 , 9&10 , T5&T6  
3, 6    , T3&T4 , 49&50 , 47&48  
3, 7    , 23&24 , T5&T6 , 27&28  
3, 8    , 25&26 , 11&12 , T3&T4  
3, 9    , 1&2 , T3&T4 , 45&46  
3, 10   , 49&50 , T5&T6 , 11&12  
3, 11   , 27&28 , 45&46 , 49&50  
3, 12   , T3&T4 , 47&48 , 21&22  
3, 13   , 21&22 , 49&50 , 3&4  
3, 14   , 23&24 , 3&4 , 13&14  
3, 15   , 15&16 , 25&26 , 13&14  
