Week,Team#,Match1,Match2,Match3
1, 1    , 1&2 , T7&T8 , T5&T6  
1, 2    , T1&T2 , 9&10 , 7&8  
1, 3    , 5&6 , 3&4 , 11&12  
1, 4    , T5&T6 , 7&8 , 15&16  
1, 5    , 21&22 , 1&2 , T5&T6  
1, 6    , T7&T8 , 5&6 , 21&22  
1, 7    , 21&22 , T7&T8 , 5&6  
1, 8    , T5&T6 , 15&16 , 11&12  
1, 9    , 1&2 , 21&22 , 13&14  
1, 10   , 13&14 , 11&12 , T3&T4  
1, 11   , 15&16 , 9&10 , T7&T8  
1, 12   , 5&6 , T5&T6 , 1&2  
1, 13   , 13&14 , 15&16 , T1&T2  
1, 14   , 9&10 , T5&T6 , 3&4  
1, 15   , T3&T4 , 21&22 , T1&T2  
1, 16   , 7&8 , T1&T2 , T3&T4  
1, 17   , 9&10 , 1&2 , T7&T8  
1, 18   , 3&4 , 13&14 , 15&16  
1, 19   , 7&8 , T3&T4 , 9&10  
1, 20   , T3&T4 , 3&4 , 1&2  
1, 21   , 11&12 , 5&6 , 3&4  
1, 22   , 15&16 , 13&14 , 5&6  
1, 23   , T7&T8 , 7&8 , 9&10  
1, 24   , 3&4 , T1&T2 , 21&22  
1, 25   , 11&12 , T3&T4 , 7&8  
1, 26   , T1&T2 , 11&12 , 13&14  
2, 1    , T5&T6 , 7&8 , 9&10  
2, 2    , 9&10 , 13&14 , T1&T2  
2, 3    , T1&T2 , 1&2 , 5&6  
2, 4    , 3&4 , 7&8 , 15&16  
2, 5    , 7&8 , 9&10 , 11&12  
2, 6    , 7&8 , 11&12 , 13&14  
2, 7    , 13&14 , T1&T2 , 1&2  
2, 8    , 15&16 , 3&4 , T7&T8  
2, 9    , 21&22 , 5&6 , T3&T4  
2, 10   , 15&16 , T3&T4 , 21&22  
2, 11   , 21&22 , T7&T8 , 15&16  
2, 12   , T3&T4 , 21&22 , 11&12  
2, 13   , T7&T8 , 15&16 , 1&2  
2, 14   , 9&10 , 5&6 , 3&4  
2, 15   , 3&4 , T3&T4 , 9&10  
2, 16   , T5&T6 , 1&2 , T1&T2  
2, 17   , 13&14 , 15&16 , 7&8  
2, 18   , 11&12 , 3&4 , 13&14  
2, 19   , 1&2 , 11&12 , T7&T8  
